Crime Type,Loss Amount,State/Territory,Year
Charity,$0,Delaware,2018
Civil Matter,"$3,948",Delaware,2018
Confidence Fraud/Romance,"$927,259",Delaware,2018
Corporate Data Breach,"$480,120",Delaware,2018
Credit Card Fraud,"$90,606",Delaware,2018
Crimes Against Children,$0,Delaware,2018
Criminal Forums,$300,Delaware,2018
Denial of Service/TDos,"$89,458",Delaware,2018
Employment,"$40,913",Delaware,2018
Extortion,$0,Delaware,2018
Gambling,"$18,260",Delaware,2018
Government Impersonation,$0,Delaware,2018
Hacktivist,"$54,860",Delaware,2018
Harassment/Threats of Violence,"$1,845",Delaware,2018
Health Care Related,"$2,050",Delaware,2018
IPR/Copyright and Counterfeit,"$20,238",Delaware,2018
Identity Theft,"$17,038",Delaware,2018
Investment,"$3,211",Delaware,2018
Lottery/Sweepstakes/Inheritance,$500,Delaware,2018
Malware/Scareware/Virus,"$101,352",Delaware,2018
Misrepresentation,$0,Delaware,2018
No Lead Value,"$412,282",Delaware,2018
Non-payment/Non-Delivery,"$1,481",Delaware,2018
Other,"$78,658",Delaware,2018
Overpayment,"$47,337",Delaware,2018
Personal Data Breach,"$46,514",Delaware,2018
Phishing/Vishing/Smishing/Pharming,$0,Delaware,2018
Ransomware,$0,Delaware,2018
Re-shipping,"$282,739",Delaware,2018
Real Estate/Rental,"$13,430",Delaware,2018
Spoofing,"$112,766",Delaware,2018
Tech Support,$0,Delaware,2018
Social Media,"$246,705",Delaware,2018
Virtual Currency,"$47,808",Delaware,2018
Advanced Fee,"$116,108",District of Columbia,2018
BEC/EAC,"$6,223,854",District of Columbia,2018
Charity,"$1,000",District of Columbia,2018
Civil Matter,"$10,518",District of Columbia,2018
Confidence Fraud/Romance,"$92,491",District of Columbia,2018
Corporate Data Breach,"$390,162",District of Columbia,2018
Credit Card Fraud,"$150,836",District of Columbia,2018
Crimes Against Children,$0,District of Columbia,2018
Criminal Forums,$0,District of Columbia,2018
Denial of Service/TDos,"$198,595",District of Columbia,2018
Employment,"$753,162",District of Columbia,2018
Extortion,$0,District of Columbia,2018
Gambling,"$273,499",District of Columbia,2018
Government Impersonation,$0,District of Columbia,2018
Hacktivist,"$108,493",District of Columbia,2018
Harassment/Threats of Violence,$0,District of Columbia,2018
Health Care Related,"$11,801",District of Columbia,2018
IPR/Copyright and Counterfeit,"$451,832",District of Columbia,2018
Identity Theft,"$59,468",District of Columbia,2018
Investment,"$86,950",District of Columbia,2018
Lottery/Sweepstakes/Inheritance,"$50,742",District of Columbia,2018
Malware/Scareware/Virus,"$26,046",District of Columbia,2018
Misrepresentation,$0,District of Columbia,2018
No Lead Value,"$229,607",District of Columbia,2018
Non-payment/Non-Delivery,"$9,025",District of Columbia,2018
Other,"$209,685",District of Columbia,2018
Overpayment,"$220,810",District of Columbia,2018
Personal Data Breach,"$278,418",District of Columbia,2018
Phishing/Vishing/Smishing/Pharming,"$14,000",District of Columbia,2018
Ransomware,$0,District of Columbia,2018
Re-shipping,"$208,502",District of Columbia,2018
Real Estate/Rental,"$12,738",District of Columbia,2018
Spoofing,"$309,047",District of Columbia,2018
Tech Support,$0,District of Columbia,2018
Social Media,"$275,471",District of Columbia,2018
Virtual Currency,"$338,003",District of Columbia,2018
Advanced Fee,"$4,680,087",Florida,2018
BEC/EAC,"$82,979,768",Florida,2018
Charity,"$58,674",Florida,2018
Civil Matter,"$256,214",Florida,2018
Confidence Fraud/Romance,"$20,555,538",Florida,2018
Corporate Data Breach,"$27,584,190",Florida,2018
Credit Card Fraud,"$13,546,427",Florida,2018
Crimes Against Children,$375,Florida,2018
Criminal Forums,"$60,000",Florida,2018
Denial of Service/TDos,"$3,636,734",Florida,2018
Employment,"$1,141,747",Florida,2018
Extortion,"$75,500",Florida,2018
Gambling,"$1,199,450",Florida,2018
Government Impersonation,$0,Florida,2018
Hacktivist,"$1,115,314",Florida,2018
Harassment/Threats of Violence,"$115,179",Florida,2018
Health Care Related,"$10,198,260",Florida,2018
IPR/Copyright and Counterfeit,"$5,546,805",Florida,2018
Identity Theft,"$12,195,607",Florida,2018
Investment,"$2,614,314",Florida,2018
Lottery/Sweepstakes/Inheritance,"$514,486",Florida,2018
Malware/Scareware/Virus,"$3,509,330",Florida,2018
Misrepresentation,$0,Florida,2018
No Lead Value,"$14,265,099",Florida,2018
Non-payment/Non-Delivery,"$3,303,317",Florida,2018
Other,"$2,456,169",Florida,2018
Overpayment,"$16,130,955",Florida,2018
Personal Data Breach,"$1,866,035",Florida,2018
Phishing/Vishing/Smishing/Pharming,"$737,384",Florida,2018
Ransomware,"$223,050",Florida,2018
Re-shipping,"$17,450,443",Florida,2018
Real Estate/Rental,"$6,820,748",Florida,2018
Spoofing,"$3,942,728",Florida,2018
Tech Support,$0,Florida,2018
Social Media,"$6,848,252",Florida,2018
Virtual Currency,"$11,943,335",Florida,2018
Advanced Fee,"$1,707,306",Georgia,2018
BEC/EAC,"$38,310,258",Georgia,2018
Charity,$77,Georgia,2018
Civil Matter,"$117,438",Georgia,2018
Confidence Fraud/Romance,"$6,626,814",Georgia,2018
Corporate Data Breach,"$687,712",Georgia,2018
Credit Card Fraud,"$1,251,318",Georgia,2018
Crimes Against Children,$0,Georgia,2018
Criminal Forums,"$94,670",Georgia,2018
Denial of Service/TDos,"$1,310,404",Georgia,2018
Employment,"$2,794,246",Georgia,2018
Extortion,"$4,380",Georgia,2018
Gambling,"$906,125",Georgia,2018
Government Impersonation,$0,Georgia,2018
Hacktivist,"$773,744",Georgia,2018
Harassment/Threats of Violence,"$15,398",Georgia,2018
Health Care Related,"$32,434",Georgia,2018
IPR/Copyright and Counterfeit,"$2,594,373",Georgia,2018
Identity Theft,"$2,336,617",Georgia,2018
Investment,"$1,423,431",Georgia,2018
Lottery/Sweepstakes/Inheritance,"$95,542",Georgia,2018
Malware/Scareware/Virus,"$129,239",Georgia,2018
Misrepresentation,$0,Georgia,2018
No Lead Value,"$3,021,659",Georgia,2018
Non-payment/Non-Delivery,"$1,782,043",Georgia,2018
Other,"$1,305,745",Georgia,2018
Overpayment,"$1,456,226",Georgia,2018
Personal Data Breach,"$1,349,243",Georgia,2018
Phishing/Vishing/Smishing/Pharming,$1,Georgia,2018
Ransomware,$50,Georgia,2018
Re-shipping,"$3,397,000",Georgia,2018
Real Estate/Rental,"$3,282,270",Georgia,2018
Spoofing,"$471,901",Georgia,2018
Tech Support,$0,Georgia,2018
Social Media,"$1,583,773",Georgia,2018
Virtual Currency,"$948,048",Georgia,2018
Advanced Fee,"$1,599",Guam,2018
BEC/EAC,"$118,742",Guam,2018
Charity,$0,Guam,2018
Civil Matter,$142,Guam,2018
Confidence Fraud/Romance,"$11,500",Guam,2018
Corporate Data Breach,"$6,558",Guam,2018
Credit Card Fraud,"$6,194",Guam,2018
Crimes Against Children,$0,Guam,2018
Criminal Forums,$0,Guam,2018
Denial of Service/TDos,$0,Guam,2018
Employment,$0,Guam,2018
Extortion,$0,Guam,2018
Gambling,$0,Guam,2018
Government Impersonation,$0,Guam,2018
Hacktivist,$0,Guam,2018
Harassment/Threats of Violence,$0,Guam,2018
Health Care Related,$0,Guam,2018
IPR/Copyright and Counterfeit,$0,Guam,2018
Identity Theft,"$2,260",Guam,2018
Investment,$0,Guam,2018
Lottery/Sweepstakes/Inheritance,$0,Guam,2018
Malware/Scareware/Virus,$111,Guam,2018
Misrepresentation,$0,Guam,2018
No Lead Value,"$9,218",Guam,2018
Non-payment/Non-Delivery,$0,Guam,2018
Other,$0,Guam,2018
Overpayment,$0,Guam,2018
Personal Data Breach,$0,Guam,2018
Phishing/Vishing/Smishing/Pharming,$0,Guam,2018
Ransomware,$0,Guam,2018
Re-shipping,$0,Guam,2018
Real Estate/Rental,$0,Guam,2018
Spoofing,"$5,400",Guam,2018
Tech Support,$0,Guam,2018
Social Media,"$6,500",Guam,2018
Virtual Currency,"$2,260",Guam,2018
Advanced Fee,"$561,240",Hawaii,2018
BEC/EAC,"$3,119,426",Hawaii,2018
Charity,$0,Hawaii,2018
Civil Matter,$80,Hawaii,2018
Confidence Fraud/Romance,"$1,207,608",Hawaii,2018
Corporate Data Breach,"$53,918",Hawaii,2018
Credit Card Fraud,"$114,496",Hawaii,2018
Crimes Against Children,$0,Hawaii,2018
Criminal Forums,$0,Hawaii,2018
Denial of Service/TDos,"$48,100",Hawaii,2018
Employment,"$79,803",Hawaii,2018
Extortion,$0,Hawaii,2018
Gambling,"$74,817",Hawaii,2018
Government Impersonation,$0,Hawaii,2018
Hacktivist,"$4,756",Hawaii,2018
Harassment/Threats of Violence,$602,Hawaii,2018
Health Care Related,$808,Hawaii,2018
IPR/Copyright and Counterfeit,"$99,835",Hawaii,2018
Identity Theft,"$943,364",Hawaii,2018
Investment,"$111,333",Hawaii,2018
Lottery/Sweepstakes/Inheritance,"$2,302",Hawaii,2018
Malware/Scareware/Virus,"$49,863",Hawaii,2018
Misrepresentation,$0,Hawaii,2018
No Lead Value,"$349,284",Hawaii,2018
Non-payment/Non-Delivery,"$4,340",Hawaii,2018
Other,"$108,266",Hawaii,2018
Overpayment,"$193,812",Hawaii,2018
Personal Data Breach,"$9,533",Hawaii,2018
Phishing/Vishing/Smishing/Pharming,$0,Hawaii,2018
Ransomware,$0,Hawaii,2018
Re-shipping,"$293,644",Hawaii,2018
Real Estate/Rental,"$10,738",Hawaii,2018
Spoofing,"$103,075",Hawaii,2018
Tech Support,$0,Hawaii,2018
Social Media,"$248,116",Hawaii,2018
Virtual Currency,"$655,318",Hawaii,2018
Advanced Fee,"$247,965",Idaho,2018
BEC/EAC,"$3,001,040",Idaho,2018
Charity,$600,Idaho,2018
Civil Matter,"$6,883",Idaho,2018
Confidence Fraud/Romance,"$1,463,397",Idaho,2018
Corporate Data Breach,"$193,404",Idaho,2018
Credit Card Fraud,"$277,384",Idaho,2018
Crimes Against Children,$0,Idaho,2018
Criminal Forums,$0,Idaho,2018
Denial of Service/TDos,"$112,694",Idaho,2018
Employment,"$247,385",Idaho,2018
Extortion,"$1,000",Idaho,2018
Gambling,"$60,385",Idaho,2018
Government Impersonation,$0,Idaho,2018
Hacktivist,"$5,821",Idaho,2018
Harassment/Threats of Violence,$0,Idaho,2018
Health Care Related,"$4,920",Idaho,2018
IPR/Copyright and Counterfeit,"$293,457",Idaho,2018
Identity Theft,"$76,863",Idaho,2018
Investment,"$19,109",Idaho,2018
Lottery/Sweepstakes/Inheritance,"$3,588",Idaho,2018
Malware/Scareware/Virus,"$25,075",Idaho,2018
Misrepresentation,$0,Idaho,2018
No Lead Value,"$614,224",Idaho,2018
Non-payment/Non-Delivery,"$7,349",Idaho,2018
Other,"$134,898",Idaho,2018
Overpayment,"$278,778",Idaho,2018
Personal Data Breach,"$64,021",Idaho,2018
Phishing/Vishing/Smishing/Pharming,$0,Idaho,2018
Ransomware,$0,Idaho,2018
Re-shipping,"$1,723,336",Idaho,2018
Real Estate/Rental,"$98,214",Idaho,2018
Spoofing,"$52,978",Idaho,2018
Tech Support,$200,Idaho,2018
Social Media,"$154,762",Idaho,2018
Virtual Currency,"$52,753",Idaho,2018
Advanced Fee,"$1,503,683",Illinois,2018
BEC/EAC,"$50,139,264",Illinois,2018
Charity,"$122,489",Illinois,2018
Civil Matter,"$128,971",Illinois,2018
Confidence Fraud/Romance,"$6,342,425",Illinois,2018
Corporate Data Breach,"$1,893,804",Illinois,2018
Credit Card Fraud,"$2,539,511",Illinois,2018
Crimes Against Children,$300,Illinois,2018
Criminal Forums,"$9,300",Illinois,2018
Denial of Service/TDos,"$959,418",Illinois,2018
Employment,"$2,120,945",Illinois,2018
Extortion,"$7,000",Illinois,2018
Gambling,"$1,872,043",Illinois,2018
Government Impersonation,$0,Illinois,2018
Hacktivist,"$272,327",Illinois,2018
Harassment/Threats of Violence,"$7,894",Illinois,2018
Health Care Related,"$80,012",Illinois,2018
IPR/Copyright and Counterfeit,"$10,475,731",Illinois,2018
Identity Theft,"$9,877,065",Illinois,2018
Investment,"$1,324,800",Illinois,2018
Lottery/Sweepstakes/Inheritance,"$855,097",Illinois,2018
Malware/Scareware/Virus,"$478,840",Illinois,2018
Misrepresentation,$0,Illinois,2018
No Lead Value,"$3,485,131",Illinois,2018
Non-payment/Non-Delivery,"$188,334",Illinois,2018
Other,"$1,707,529",Illinois,2018
Overpayment,"$2,770,258",Illinois,2018
Personal Data Breach,"$1,767,225",Illinois,2018
Phishing/Vishing/Smishing/Pharming,"$261,840",Illinois,2018
Ransomware,"$308,000",Illinois,2018
Re-shipping,"$5,324,088",Illinois,2018
Real Estate/Rental,"$9,136,325",Illinois,2018
Spoofing,"$844,119",Illinois,2018
Tech Support,$0,Illinois,2018
Social Media,"$1,315,311",Illinois,2018
Virtual Currency,"$3,253,685",Illinois,2018
Advanced Fee,"$580,728",Indiana,2018
BEC/EAC,"$19,845,399",Indiana,2018
Charity,$75,Indiana,2018
Civil Matter,"$1,428",Indiana,2018
Confidence Fraud/Romance,"$5,390,594",Indiana,2018
Corporate Data Breach,"$376,064",Indiana,2018
Credit Card Fraud,"$1,598,867",Indiana,2018
Crimes Against Children,$0,Indiana,2018
Criminal Forums,$650,Indiana,2018
Denial of Service/TDos,"$418,773",Indiana,2018
Employment,"$639,864",Indiana,2018
Extortion,$836,Indiana,2018
Gambling,"$713,638",Indiana,2018
Government Impersonation,$0,Indiana,2018
Hacktivist,"$173,005",Indiana,2018
Harassment/Threats of Violence,$0,Indiana,2018
Health Care Related,"$9,599",Indiana,2018
IPR/Copyright and Counterfeit,"$1,624,974",Indiana,2018
Identity Theft,"$123,819",Indiana,2018
Investment,"$666,044",Indiana,2018
Lottery/Sweepstakes/Inheritance,"$65,702",Indiana,2018
Malware/Scareware/Virus,"$154,933",Indiana,2018
Misrepresentation,$0,Indiana,2018
No Lead Value,"$1,475,815",Indiana,2018
Non-payment/Non-Delivery,"$103,010",Indiana,2018
Other,"$553,183",Indiana,2018
Overpayment,"$419,815",Indiana,2018
Personal Data Breach,"$68,946",Indiana,2018
Phishing/Vishing/Smishing/Pharming,"$118,724",Indiana,2018
Ransomware,"$2,832",Indiana,2018
Re-shipping,"$1,409,730",Indiana,2018
Real Estate/Rental,"$1,098,732",Indiana,2018
Spoofing,"$291,692",Indiana,2018
Tech Support,$0,Indiana,2018
Social Media,"$490,714",Indiana,2018
Virtual Currency,"$268,510",Indiana,2018
Advanced Fee,"$432,374",Iowa,2018
BEC/EAC,"$9,491,169",Iowa,2018
Charity,$0,Iowa,2018
Civil Matter,"$2,930",Iowa,2018
Confidence Fraud/Romance,"$3,321,947",Iowa,2018
Corporate Data Breach,"$8,650",Iowa,2018
Credit Card Fraud,"$38,102",Iowa,2018
Crimes Against Children,$0,Iowa,2018
Criminal Forums,$0,Iowa,2018
Denial of Service/TDos,"$118,725",Iowa,2018
Employment,"$310,069",Iowa,2018
Extortion,$0,Iowa,2018
Gambling,"$157,346",Iowa,2018
Government Impersonation,$0,Iowa,2018
Hacktivist,"$2,853",Iowa,2018
Harassment/Threats of Violence,$0,Iowa,2018
Health Care Related,$258,Iowa,2018
IPR/Copyright and Counterfeit,"$227,451",Iowa,2018
Identity Theft,"$677,640",Iowa,2018
Investment,"$110,370",Iowa,2018
Lottery/Sweepstakes/Inheritance,"$1,600",Iowa,2018
Malware/Scareware/Virus,"$47,075",Iowa,2018
Misrepresentation,$0,Iowa,2018
No Lead Value,"$721,008",Iowa,2018
Non-payment/Non-Delivery,"$76,560",Iowa,2018
Other,"$535,600",Iowa,2018
Overpayment,"$172,441",Iowa,2018
Personal Data Breach,"$177,931",Iowa,2018
Phishing/Vishing/Smishing/Pharming,$500,Iowa,2018
Ransomware,$0,Iowa,2018
Re-shipping,"$184,302",Iowa,2018
Real Estate/Rental,"$59,303",Iowa,2018
Spoofing,"$229,784",Iowa,2018
Tech Support,$0,Iowa,2018
Social Media,"$1,355,805",Iowa,2018
Virtual Currency,"$104,770",Iowa,2018
Advanced Fee,"$442,189",Kansas,2018
BEC/EAC,"$11,152,097",Kansas,2018
Charity,$0,Kansas,2018
Civil Matter,"$2,000",Kansas,2018
Confidence Fraud/Romance,"$2,047,571",Kansas,2018
Corporate Data Breach,"$195,957",Kansas,2018
Credit Card Fraud,"$652,731",Kansas,2018
Crimes Against Children,$0,Kansas,2018
Criminal Forums,$0,Kansas,2018
Denial of Service/TDos,"$223,235",Kansas,2018
Employment,"$66,912",Kansas,2018
Extortion,$0,Kansas,2018
Gambling,"$525,893",Kansas,2018
Government Impersonation,$0,Kansas,2018
Hacktivist,"$31,493",Kansas,2018
Harassment/Threats of Violence,"$4,100",Kansas,2018
Health Care Related,"$39,847",Kansas,2018
IPR/Copyright and Counterfeit,"$259,745",Kansas,2018
Identity Theft,"$1,296,591",Kansas,2018
Investment,"$190,434",Kansas,2018
Lottery/Sweepstakes/Inheritance,"$10,409",Kansas,2018
Malware/Scareware/Virus,"$12,183",Kansas,2018
Misrepresentation,$0,Kansas,2018
No Lead Value,"$1,092,287",Kansas,2018
Non-payment/Non-Delivery,"$30,238",Kansas,2018
Other,"$367,975",Kansas,2018
Overpayment,"$345,309",Kansas,2018
Personal Data Breach,"$300,470",Kansas,2018
Phishing/Vishing/Smishing/Pharming,"$38,253",Kansas,2018
Ransomware,"$2,150",Kansas,2018
Re-shipping,"$59,311",Kansas,2018
Real Estate/Rental,"$265,396",Kansas,2018
Spoofing,"$128,318",Kansas,2018
Tech Support,$0,Kansas,2018
Social Media,"$228,144",Kansas,2018
Virtual Currency,"$200,724",Kansas,2018
Advanced Fee,"$472,212",Kentucky,2018
BEC/EAC,"$3,399,040",Kentucky,2018
Charity,$25,Kentucky,2018
Civil Matter,$0,Kentucky,2018
Confidence Fraud/Romance,"$1,527,974",Kentucky,2018
Corporate Data Breach,"$237,024",Kentucky,2018
Credit Card Fraud,"$594,410",Kentucky,2018
Crimes Against Children,$0,Kentucky,2018
Criminal Forums,$0,Kentucky,2018
Denial of Service/TDos,"$1,250,869",Kentucky,2018
Employment,"$160,293",Kentucky,2018
Extortion,$400,Kentucky,2018
Gambling,"$129,546",Kentucky,2018
Government Impersonation,$0,Kentucky,2018
Hacktivist,"$553,745",Kentucky,2018
Harassment/Threats of Violence,$386,Kentucky,2018
Health Care Related,$679,Kentucky,2018
IPR/Copyright and Counterfeit,"$68,497",Kentucky,2018
Identity Theft,"$1,133,857",Kentucky,2018
Investment,"$373,097",Kentucky,2018
Lottery/Sweepstakes/Inheritance,"$30,425",Kentucky,2018
Malware/Scareware/Virus,"$76,016",Kentucky,2018
Misrepresentation,$0,Kentucky,2018
No Lead Value,"$1,446,743",Kentucky,2018
Non-payment/Non-Delivery,"$57,134",Kentucky,2018
Other,"$301,818",Kentucky,2018
Overpayment,"$245,630",Kentucky,2018
Personal Data Breach,"$116,551",Kentucky,2018
Phishing/Vishing/Smishing/Pharming,"$3,650",Kentucky,2018
Ransomware,$0,Kentucky,2018
Re-shipping,"$210,421",Kentucky,2018
Real Estate/Rental,"$431,544",Kentucky,2018
Spoofing,"$122,304",Kentucky,2018
Tech Support,$0,Kentucky,2018
Social Media,"$1,906,805",Kentucky,2018
Virtual Currency,"$90,932",Kentucky,2018
Advanced Fee,"$230,168",Louisiana,2018
BEC/EAC,"$6,785,753",Louisiana,2018
Charity,$0,Louisiana,2018
Civil Matter,"$38,740",Louisiana,2018
Confidence Fraud/Romance,"$2,063,999",Louisiana,2018
Corporate Data Breach,"$296,927",Louisiana,2018
Credit Card Fraud,"$1,167,846",Louisiana,2018
Crimes Against Children,$0,Louisiana,2018
Criminal Forums,$0,Louisiana,2018
Denial of Service/TDos,"$223,243",Louisiana,2018
Employment,"$271,098",Louisiana,2018
Extortion,$0,Louisiana,2018
Gambling,"$288,638",Louisiana,2018
Government Impersonation,$0,Louisiana,2018
Hacktivist,"$10,839",Louisiana,2018
Harassment/Threats of Violence,"$4,480",Louisiana,2018
Health Care Related,"$3,600",Louisiana,2018
IPR/Copyright and Counterfeit,"$1,575,026",Louisiana,2018
Identity Theft,"$664,821",Louisiana,2018
Investment,"$20,625",Louisiana,2018
Lottery/Sweepstakes/Inheritance,"$84,553",Louisiana,2018
Malware/Scareware/Virus,"$77,745",Louisiana,2018
Misrepresentation,$0,Louisiana,2018
No Lead Value,"$1,925,383",Louisiana,2018
Non-payment/Non-Delivery,"$92,474",Louisiana,2018
Other,"$713,058",Louisiana,2018
Overpayment,"$1,421,876",Louisiana,2018
Personal Data Breach,"$173,120",Louisiana,2018
Phishing/Vishing/Smishing/Pharming,"$145,769",Louisiana,2018
Ransomware,$600,Louisiana,2018
Re-shipping,"$1,717,172",Louisiana,2018
Real Estate/Rental,"$398,607",Louisiana,2018
Spoofing,"$321,041",Louisiana,2018
Tech Support,$0,Louisiana,2018
Social Media,"$849,964",Louisiana,2018
Virtual Currency,"$930,759",Louisiana,2018
Advanced Fee,"$197,554",Maine,2018
BEC/EAC,"$767,597",Maine,2018
Charity,"$1,500",Maine,2018
Civil Matter,"$10,000",Maine,2018
Confidence Fraud/Romance,"$883,372",Maine,2018
Corporate Data Breach,"$51,000",Maine,2018
Credit Card Fraud,"$45,823",Maine,2018
Crimes Against Children,$0,Maine,2018
Criminal Forums,"$1,500",Maine,2018
Denial of Service/TDos,"$176,283",Maine,2018
Employment,"$52,002",Maine,2018
Extortion,$0,Maine,2018
Gambling,"$5,660",Maine,2018
Government Impersonation,$0,Maine,2018
Hacktivist,"$5,419",Maine,2018
Harassment/Threats of Violence,$0,Maine,2018
Health Care Related,"$32,774",Maine,2018
IPR/Copyright and Counterfeit,"$103,384",Maine,2018
Identity Theft,"$15,336",Maine,2018
Investment,"$105,220",Maine,2018
Lottery/Sweepstakes/Inheritance,$349,Maine,2018
Malware/Scareware/Virus,"$36,498",Maine,2018
Misrepresentation,$0,Maine,2018
No Lead Value,"$377,075",Maine,2018
Non-payment/Non-Delivery,"$2,690",Maine,2018
Other,"$82,743",Maine,2018
Overpayment,"$44,664",Maine,2018
Personal Data Breach,"$9,010",Maine,2018
Phishing/Vishing/Smishing/Pharming,$0,Maine,2018
Ransomware,$0,Maine,2018
Re-shipping,"$87,679",Maine,2018
Real Estate/Rental,"$50,981",Maine,2018
Spoofing,"$39,959",Maine,2018
Tech Support,$0,Maine,2018
Social Media,"$95,414",Maine,2018
Virtual Currency,"$112,782",Maine,2018
Advanced Fee,"$1,184,284",Maryland,2018
BEC/EAC,"$29,185,800",Maryland,2018
Charity,$40,Maryland,2018
Civil Matter,$276,Maryland,2018
Confidence Fraud/Romance,"$4,180,307",Maryland,2018
Corporate Data Breach,"$3,642,442",Maryland,2018
Credit Card Fraud,"$1,539,334",Maryland,2018
Crimes Against Children,$0,Maryland,2018
Criminal Forums,$420,Maryland,2018
Denial of Service/TDos,"$818,937",Maryland,2018
Employment,"$2,183,549",Maryland,2018
Extortion,"$6,895",Maryland,2018
Gambling,"$833,472",Maryland,2018
Government Impersonation,"$20,000",Maryland,2018
Hacktivist,"$84,362",Maryland,2018
Harassment/Threats of Violence,"$1,430",Maryland,2018
Health Care Related,"$113,497",Maryland,2018
IPR/Copyright and Counterfeit,"$911,177",Maryland,2018
Identity Theft,"$1,931,817",Maryland,2018
Investment,"$754,420",Maryland,2018
Lottery/Sweepstakes/Inheritance,"$12,388",Maryland,2018
Malware/Scareware/Virus,"$85,000",Maryland,2018
Misrepresentation,$0,Maryland,2018
No Lead Value,"$2,755,378",Maryland,2018
Non-payment/Non-Delivery,"$53,364",Maryland,2018
Other,"$616,273",Maryland,2018
Overpayment,"$3,051,697",Maryland,2018
Personal Data Breach,"$681,717",Maryland,2018
Phishing/Vishing/Smishing/Pharming,"$16,881",Maryland,2018
Ransomware,"$119,757",Maryland,2018
Re-shipping,"$2,028,995",Maryland,2018
Real Estate/Rental,"$371,828",Maryland,2018
Spoofing,"$566,754",Maryland,2018
Tech Support,$0,Maryland,2018
Social Media,"$1,333,626",Maryland,2018
Virtual Currency,"$2,323,906",Maryland,2018
Advanced Fee,"$829,337",Massachusetts,2018
BEC/EAC,"$46,339,422",Massachusetts,2018
Charity,"$3,260",Massachusetts,2018
Civil Matter,"$1,002,280",Massachusetts,2018
Confidence Fraud/Romance,"$8,004,624",Massachusetts,2018
Corporate Data Breach,"$1,963,192",Massachusetts,2018
Credit Card Fraud,"$1,590,263",Massachusetts,2018
Crimes Against Children,$0,Massachusetts,2018
Criminal Forums,"$3,000",Massachusetts,2018
Denial of Service/TDos,"$1,374,703",Massachusetts,2018
Employment,"$1,723,431",Massachusetts,2018
Extortion,"$5,321",Massachusetts,2018
Gambling,"$1,953,537",Massachusetts,2018
Government Impersonation,$0,Massachusetts,2018
Hacktivist,"$431,994",Massachusetts,2018
Harassment/Threats of Violence,"$99,619",Massachusetts,2018
Health Care Related,"$67,631",Massachusetts,2018
IPR/Copyright and Counterfeit,"$1,559,660",Massachusetts,2018
Identity Theft,"$600,935",Massachusetts,2018
Investment,"$284,503",Massachusetts,2018
Lottery/Sweepstakes/Inheritance,"$8,978",Massachusetts,2018
Malware/Scareware/Virus,"$380,848",Massachusetts,2018
Misrepresentation,$307,Massachusetts,2018
No Lead Value,"$3,277,095",Massachusetts,2018
Non-payment/Non-Delivery,"$210,410",Massachusetts,2018
Other,"$964,805",Massachusetts,2018
Overpayment,"$1,549,411",Massachusetts,2018
Personal Data Breach,"$435,184",Massachusetts,2018
Phishing/Vishing/Smishing/Pharming,"$5,030",Massachusetts,2018
Ransomware,$0,Massachusetts,2018
Re-shipping,"$4,504,259",Massachusetts,2018
Real Estate/Rental,"$2,739,532",Massachusetts,2018
Spoofing,"$1,336,557",Massachusetts,2018
Tech Support,$0,Massachusetts,2018
Social Media,"$1,011,014",Massachusetts,2018
Virtual Currency,"$797,198",Massachusetts,2018
Advanced Fee,"$815,330",Michigan,2018
BEC/EAC,"$27,174,665",Michigan,2018
Charity,"$31,250",Michigan,2018
Civil Matter,"$938,063",Michigan,2018
Confidence Fraud/Romance,"$9,487,821",Michigan,2018
Corporate Data Breach,"$1,194,231",Michigan,2018
Credit Card Fraud,"$1,543,639",Michigan,2018
Crimes Against Children,$500,Michigan,2018
Criminal Forums,"$3,113",Michigan,2018
Denial of Service/TDos,"$883,463",Michigan,2018
Employment,"$1,411,543",Michigan,2018
Extortion,$0,Michigan,2018
Gambling,"$404,002",Michigan,2018
Government Impersonation,$0,Michigan,2018
Hacktivist,"$272,572",Michigan,2018
Harassment/Threats of Violence,"$1,905",Michigan,2018
Health Care Related,"$163,745",Michigan,2018
IPR/Copyright and Counterfeit,"$945,770",Michigan,2018
Identity Theft,"$2,104,001",Michigan,2018
Investment,"$742,021",Michigan,2018
Lottery/Sweepstakes/Inheritance,"$1,284,195",Michigan,2018
Malware/Scareware/Virus,"$142,607",Michigan,2018
Misrepresentation,$0,Michigan,2018
No Lead Value,"$4,579,976",Michigan,2018
Non-payment/Non-Delivery,"$29,331,684",Michigan,2018
Other,"$858,036",Michigan,2018
Overpayment,"$2,221,757",Michigan,2018
Personal Data Breach,"$244,596",Michigan,2018
Phishing/Vishing/Smishing/Pharming,"$84,772",Michigan,2018
Ransomware,"$33,759",Michigan,2018
Re-shipping,"$1,567,742",Michigan,2018
Real Estate/Rental,"$436,051",Michigan,2018
Spoofing,"$711,952",Michigan,2018
Tech Support,$0,Michigan,2018
Social Media,"$10,270,806",Michigan,2018
Virtual Currency,"$1,272,277",Michigan,2018
Advanced Fee,"$668,980",Minnesota,2018
BEC/EAC,"$26,090,980",Minnesota,2018
Charity,"$15,500",Minnesota,2018
Civil Matter,"$5,473",Minnesota,2018
Confidence Fraud/Romance,"$5,737,051",Minnesota,2018
Corporate Data Breach,"$4,050,473",Minnesota,2018
Credit Card Fraud,"$779,210",Minnesota,2018
Crimes Against Children,$0,Minnesota,2018
